Date,Open,High,Low,Close,Volume
1/3/2000,0.9363800287246704,1.0044599771499634,0.9079200029373169,0.9994400143623352,535819648
1/4/2000,0.9665200114250183,0.9877200126647949,0.9034600257873535,0.9151800274848938,511728448
1/5/2000,0.9263399839401245,0.9871600270271301,0.9196400046348572,0.9285699725151062,778322272
1/6/2000,0.9475399851799011,0.9553599953651428,0.8482099771499634,0.8482099771499634,767984672
1/7/2000,0.8616099953651428,0.9017800092697144,0.8526800274848938,0.8883900046348572,460734848
1/10/2000,0.9107099771499634,0.9129499793052673,0.8459799885749817,0.8727700114250183,505064448
1/11/2000,0.8565800189971924,0.8872799873352051,0.8080300092697144,0.8281199932098389,441493136
1/12/2000,0.8482099771499634,0.8526800274848938,0.7723199725151062,0.7784600257873535,976069696
1/13/2000,0.8436099886894226,0.8816999793052673,0.8258900046348572,0.8638399839401245,1032685808
1/14/2000,0.8928599953651428,0.9129499793052673,0.8872799873352051,0.8967599868774414,390376336
1/18/2000,0.9017800092697144,0.9464300274848938,0.8967599868774414,0.9280099868774414,459178048
1/19/2000,0.9430800080299377,0.9709799885749817,0.9229900240898132,0.95144999,597643760
1/20/2000,1.03125,1.084820032119751,1.0133899450302124,1.0133899450302124,1831134592
1/21/2000,1.0200899839401245,1.0200899839401245,0.9838200211524963,0.9938600063323975,495925248
1/24/2000,0.9681900143623352,1.006700038909912,0.9386199712753296,0.9486600160598755,440989136
1/25/2000,0.9375,1.010040044784546,0.9140599966049194,1.0022300481796265,497202048
1/26/2000,0.9821400046348572,1.0195300579071045,0.9799100160598755,0.9838200211524963,367158736
1/27/2000,0.9715399742126465,1.008929967880249,0.9553599953651428,0.9821400046348572,340144336
1/28/2000,0.9659600257873535,0.9899500012397766,0.8984400033950806,0.9073699712753296,423360336
1/31/2000,0.9017800092697144,0.9274500012397766,0.84375,0.9263399839401245,701680672
2/1/2000,0.9285699725151062,0.9375,0.8928599953651428,0.8950899839401245,318035424
2/2/2000,0.8995500206947327,0.9118300080299377,0.8660699725151062,0.8822500109672546,464195648
2/3/2000,0.8956500291824341,0.9308000206947327,0.8950899839401245,0.9224299788475037,475194048
2/4/2000,0.9280099868774414,0.9821400046348572,0.9252200126647949,0.9642800092697144,425320336
2/7/2000,0.9642800092697144,1.0200899839401245,0.9458699822425842,1.0184099674224854,441067536
2/8/2000,1.0178600549697876,1.036829948425293,0.9933000206947327,1.025670051574707,408643536
