Date,Open,High,Low,Close,Volume
1/31/2000,0.9363800287246704,1.084820032119751,0.7723199725151062,0.9263399839401245,12554696224
2/29/2000,0.9285699725151062,1.070870041847229,0.8660699725151062,1.0234400033950806,7319788560
3/31/2000,1.058590054512024,1.3426300287246704,1.0178600549697876,1.2126100063323975,8699226368
4/28/2000,1.209820032119751,1.2455300092697144,0.9363800287246704,1.107699990272522,8662860192
5/31/2000,1.1149499416351318,1.1272300481796265,0.7299100160598755,0.75,9807870912
6/30/2000,0.7299100160598755,1.0290199518203735,0.7176300287246704,0.9352700114250183,8105228880
7/31/2000,0.9308000206947327,1.0825899839401245,0.8370500206947327,0.9073699712753296,5746781208
8/31/2000,0.8984389901161194,1.0982099771499634,0.7901800274848938,1.088170051574707,5636091384
9/29/2000,1.0948599576950073,1.1450899839401245,0.45311999320983887,0.4598200023174286,14522264400
10/31/2000,0.4765610098838806,0.4776799976825714,0.3125,0.34933000802993774,21906398024
11/30/2000,0.34709998965263367,0.41071099042892456,0.2879500091075897,0.294638991,8488538352
12/29/2000,0.3035700023174286,0.3125,0.24330000579357147,0.26561999320983887,8859857776
1/31/2001,0.26561999320983887,0.40178900957107544,0.2578110098838806,0.3861609995365143,13710196360
2/28/2001,0.36941999197006226,0.39173901081085205,0.3214299976825714,0.325888991,7065526496
3/30/2001,0.31808000802993774,0.424111009,0.30691999197006226,0.3941110074520111,10801418880
4/30/2001,0.3944610059261322,0.4842889904975891,0.3348200023174286,0.45517998933792114,11185719384
5/31/2001,0.45375001430511475,0.4767889976501465,0.34463900327682495,0.35624998807907104,7472898776
6/29/2001,0.3594610095024109,0.44821101427078247,0.34553900361061096,0.4151799976825714,7687592024
7/31/2001,0.4221389889717102,0.4503610134124756,0.318789005,0.3355390131473541,8661001720
8/31/2001,0.33946099877357483,0.3553610146045685,0.308569998,0.33125001192092896,5131362992
9/28/2001,0.330361009,0.34071099758148193,0.2621389925479889,0.27696099877357483,5529814752
10/31/2001,0.27661100029945374,0.34678900241851807,0.26482000946998596,0.3135699927806854,7566794088
11/30/2001,0.3151800036430359,0.38482001423835754,0.30803900957107544,0.38036099076271057,5370231160
12/31/2001,0.3760699927806854,0.4291110038757324,0.35874998569488525,0.39107000827789307,4630638544
1/31/2002,0.39375001192092896,0.44161099195480347,0.36177000403404236,0.441430002,8521623208
2/28/2002,0.43463900685310364,0.46393001079559326,0.3739300072193146,0.38749998807907104,7837918592
3/28/2002,0.3916110098361969,0.451788992,0.3896389901638031,0.42267999053001404,5301944760
4/30/2002,0.41749998927116394,0.4673199951648712,0.41071099042892456,0.43338900804519653,6434433824
5/31/2002,0.4337500035762787,0.46393001079559326,0.3953610062599182,0.41607001423835754,5979707832
6/28/2002,0.4176799952983856,0.41874998807907104,0.28536099195480347,0.316430002,8726734464
7/31/2002,0.3162499964237213,0.3355390131473541,0.24642999470233917,0.27250000834465027,8136382016
8/30/2002,0.2698200047016144,0.2901799976825714,0.24946099519729614,0.263388991,5166212352
9/30/2002,0.25874999165534973,0.27125000953674316,0.25088900327682495,0.2589299976825714,5300269408
10/31/2002,0.26071101427078247,0.29357001185417175,0.23857000470161438,0.28696098923683167,6625561544
11/29/2002,0.28463900089263916,0.31036099791526794,0.2680389881134033,0.27678900957107544,4528224736
12/31/2002,0.2839300036430359,0.2874999940395355,0.246069998,0.25588899850845337,4544833216
1/31/2003,0.2564300000667572,0.2746390104293823,0.24213899672031403,0.2564300000667572,6067748064
2/28/2003,0.25731998682022095,0.2732110023498535,0.2510699927806854,0.2680389881134033,4132151576
3/31/2003,0.2680389881134033,0.2707110047340393,0.25071099400520325,0.2524999976158142,3989807416
4/30/2003,0.25356999039649963,0.266961008,0.22713899612426758,0.253930002,7801888864
5/30/2003,0.25446099042892456,0.33928900957107544,0.25,0.3205389976501465,10830128624
6/30/2003,0.32321101427078247,0.3516109883785248,0.2969610095024109,0.34036099910736084,6134349312
7/31/2003,0.3369610011577606,0.3851799964904785,0.3305389881134033,0.3764300048351288,5232659488
8/29/2003,0.375,0.40803900361061096,0.34678900241851807,0.4037500023841858,4314142448
9/30/2003,0.40463900566101074,0.4164299964904785,0.3598000109195709,0.3700000047683716,5359346720
10/31/2003,0.3698199987411499,0.44661998748779297,0.3605389893054962,0.4087499976158142,7053258240
11/28/2003,0.4076800048351288,0.41607001423835754,0.35446101427078247,0.37338900566101074,4982614112
12/31/2003,0.37571099400520325,0.39107000827789307,0.34375,0.3816109895706177,5471483528
1/30/2004,0.38482001423835754,0.44356998801231384,0.37821099162101746,0.40286099910736084,7935010664
2/27/2004,0.4010699987411499,0.4303610026836395,0.38749998807907104,0.427139014,4926396328
